"","CRAB_ID","HAULJOIN","CRUISE","VESSEL","HAUL","STATION","SPECIES_KFRC","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS","GIS_STATION","YEAR","log.width","log.weight","Cooks_D","SC"
"990",3345249,-19494,201902,162,10,"V-21",7,68580,2,NA,49,2,4,1,4,42,NA,NA,NA,NA,1,NA,NA,NA,"V-21","2019",3.89182029811063,3.73766961828337,2.67177667923379e-05,"NS"
"991",3345250,-19494,201902,162,10,"V-21",7,68580,2,NA,48.4,2,4,1,4,38,NA,NA,NA,NA,1,NA,NA,NA,"V-21","2019",3.87949981372259,3.63758615972639,0.000348043976324153,"NS"
"992",3345251,-19494,201902,162,10,"V-21",7,68580,2,NA,57.9,2,4,1,4,66,NA,NA,NA,NA,1,NA,NA,NA,"V-21","2019",4.05871738457895,4.18965474202643,5.11604068450531e-05,"NS"
"1023",1987523,-7118,201002,94,46,"",7,68580,2,NA,53,2,4,1,5,52,NA,NA,NA,NA,1,NA,NA,NA,"EE-01","2010",3.97029191355212,3.95124371858143,9.58047162962832e-07,"NS"
"1024",1987524,-7118,201002,94,46,"",7,68580,2,NA,51,2,4,1,5,46,NA,NA,NA,NA,1,NA,NA,NA,"EE-01","2010",3.93182563272433,3.8286413964891,1.1731862684276e-05,"NS"
"1035",1987634,-7118,201002,94,46,"",7,68580,2,NA,57,2,4,1,5,70,NA,NA,NA,NA,1,NA,NA,NA,"EE-01","2010",4.04305126783455,4.24849524204936,0.00218698555614076,"NS"
"1036",1987635,-7118,201002,94,46,"",7,68580,2,NA,52,2,4,1,5,50,NA,NA,NA,NA,1,NA,NA,NA,"EE-01","2010",3.95124371858143,3.91202300542815,4.39666086977488e-05,"NS"
"1037",1987636,-7118,201002,94,46,"",7,68580,2,NA,62,2,4,1,5,86,NA,NA,NA,NA,1,NA,NA,NA,"EE-01","2010",4.12713438504509,4.45434729625351,0.00157333349850187,"NS"
"1038",1987637,-7118,201002,94,46,"",7,68580,2,NA,52,2,4,1,5,50,NA,NA,NA,NA,1,NA,NA,NA,"EE-01","2010",3.95124371858143,3.91202300542815,4.39666086977488e-05,"NS"
"1039",1987638,-7118,201002,94,46,"",7,68580,2,NA,55,2,4,1,5,60,NA,NA,NA,NA,1,NA,NA,NA,"EE-01","2010",4.00733318523247,4.0943445622221,0.000303532626647769,"NS"
"1067",1977431,-7088,201002,94,16,"",7,68580,2,NA,51,2,4,1,5,52,NA,NA,NA,NA,13.1264,NA,NA,NA,"Y-01","2010",3.93182563272433,3.95124371858143,0.00162307826773641,"NS"
"1106",1984458,-7113,201002,94,41,"",7,68580,2,NA,49,2,4,1,5,44,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",3.89182029811063,3.78418963391826,0.000482683723104672,"NS"
"1107",1984459,-7113,201002,94,41,"",7,68580,2,NA,57,2,4,1,5,62,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",4.04305126783455,4.12713438504509,0.000247302957187074,"NS"
"1108",1984460,-7113,201002,94,41,"",7,68580,2,NA,53,2,4,1,5,50,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",3.97029191355212,3.91202300542815,0.000202337811289663,"NS"
"1109",1984461,-7113,201002,94,41,"",7,68580,2,NA,49,2,4,1,5,40,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",3.89182029811063,3.68887945411394,0.000155054878779962,"NS"
"1112",1984454,-7113,201002,94,41,"",7,68580,2,NA,50,2,4,1,5,44,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",3.91202300542815,3.78418963391826,9.9079215787623e-07,"NS"
"1113",1984455,-7113,201002,94,41,"",7,68580,2,NA,50,2,4,1,5,42,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",3.91202300542815,3.73766961828337,0.000239320330142772,"NS"
"1114",1984456,-7113,201002,94,41,"",7,68580,2,NA,55,2,4,1,5,60,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",4.00733318523247,4.0943445622221,0.000303532626647769,"NS"
"1115",1984457,-7113,201002,94,41,"",7,68580,2,NA,55,2,4,1,5,54,NA,NA,NA,NA,9.3556,NA,NA,NA,"EE-19","2010",4.00733318523247,3.98898404656427,0.000861280959902176,"NS"
"1120",1981657,-7100,201002,94,28,"",7,68580,2,NA,48,2,4,1,4,38,NA,NA,NA,NA,1,NA,NA,NA,"AA-23","2010",3.87120101090789,3.63758615972639,0.000100875589677019,"NS"
"1122",1981659,-7100,201002,94,28,"",7,68580,2,NA,54,2,4,1,5,50,NA,NA,NA,NA,1,NA,NA,NA,"AA-23","2010",3.98898404656427,3.91202300542815,0.00139555608039091,"NS"
"1123",1981660,-7100,201002,94,28,"",7,68580,2,NA,52,2,4,1,5,52,NA,NA,NA,NA,1,NA,NA,NA,"AA-23","2010",3.95124371858143,3.95124371858143,0.000444021965750961,"NS"
"1147",1980447,-7097,201002,94,25,"",7,68580,2,NA,54,2,4,1,5,58,NA,NA,NA,NA,16.9183,NA,NA,NA,"BB-21","2010",3.98898404656427,4.06044301054642,0.000575606295771388,"NS"
"1168",1981810,-7096,201002,94,24,"",7,68580,2,NA,54,2,4,1,5,60,NA,NA,NA,NA,20.988,NA,NA,NA,"BB-20","2010",3.98898404656427,4.0943445622221,0.00144437207176437,"NS"
"1191",3583759,-21956,202202,162,40,"Y-25",7,68580,2,NA,41.2,2,4,1,5,24,NA,NA,NA,NA,2.96845,NA,NA,NA,"Y-25","2022",3.71843825635548,3.17805383034795,0.00105720310562917,"NS"
"1192",3583760,-21956,202202,162,40,"Y-25",7,68580,2,NA,47.3,2,4,1,5,37,NA,NA,NA,NA,2.96845,NA,NA,NA,"Y-25","2022",3.85651029549789,3.61091791264422,1.90608701582786e-05,"NS"
"1198",3580994,-21910,202202,162,27,"DD-19",7,68580,2,NA,59,2,4,1,5,70,NA,NA,NA,NA,3.04018,NA,NA,NA,"DD-19","2022",4.07753744390572,4.24849524204936,2.3821433394439e-05,"NS"
"1199",3580995,-21910,202202,162,27,"DD-19",7,68580,2,NA,55.3,2,4,1,5,65,NA,NA,NA,NA,3.04018,NA,NA,NA,"DD-19","2022",4.01277290852829,4.17438726989564,0.00221344163399334,"NS"
"1200",3580996,-21910,202202,162,27,"DD-19",7,68580,2,NA,51.2,2,4,1,5,50,NA,NA,NA,NA,3.04018,NA,NA,NA,"DD-19","2022",3.93573953204546,3.91202300542815,0.000501707066282681,"NS"
"1201",3580997,-21910,202202,162,27,"DD-19",7,68580,2,NA,54.9,2,4,1,5,60,NA,NA,NA,NA,3.04018,NA,NA,NA,"DD-19","2022",4.00551334851548,4.0943445622221,0.000384090327015256,"NS"
"1202",3580998,-21910,202202,162,27,"DD-19",7,68580,2,NA,54.3,2,4,1,5,45,NA,NA,NA,NA,3.04018,NA,NA,NA,"DD-19","2022",3.99452422693989,3.80666248977032,0.0079797475382669,"NS"
"1203",3580999,-21910,202202,162,27,"DD-19",7,68580,2,NA,61,2,4,1,5,82,NA,NA,NA,NA,3.04018,NA,NA,NA,"DD-19","2022",4.11087386417331,4.40671924726425,0.00134780149683572,"NS"
"1205",3582413,-21951,202202,162,35,"AA-22",7,68580,2,NA,46.7,2,4,1,5,35,NA,NA,NA,NA,1,NA,NA,NA,"AA-22","2022",3.84374416467485,3.55534806148941,0.000153645095242837,"NS"
"1206",3581057,-21911,202202,162,28,"DD-20",7,68580,2,NA,53.7,2,4,1,5,64,NA,NA,NA,NA,4.22651,NA,NA,NA,"DD-20","2022",3.98341300151482,4.15888308335967,0.00488128165536336,"NS"
"1208",3581059,-21911,202202,162,28,"DD-20",7,68580,2,NA,56.1,2,4,1,5,63,NA,NA,NA,NA,4.22651,NA,NA,NA,"DD-20","2022",4.02713581252865,4.14313472639153,0.000225360747055966,"NS"
"1209",3581060,-21911,202202,162,28,"DD-20",7,68580,2,NA,55.4,2,4,1,5,70,NA,NA,NA,NA,4.22651,NA,NA,NA,"DD-20","2022",4.01457959375324,4.24849524204936,0.00622630977417619,"NS"
"1211",3582414,-21951,202202,162,35,"AA-22",7,68580,2,NA,44.3,2,4,1,5,26,NA,NA,NA,NA,1,NA,NA,NA,"AA-22","2022",3.79098467705109,3.25809653802148,0.00812214286614493,"NS"
"1212",3582415,-21951,202202,162,35,"AA-22",7,68580,2,NA,43.3,2,4,1,5,27,NA,NA,NA,NA,1,NA,NA,NA,"AA-22","2022",3.76815263500844,3.29583686600433,0.00166671410110396,"NS"
"1220",3582495,-21952,202202,162,36,"AA-23",7,68580,2,NA,49.1,2,4,1,5,41,NA,NA,NA,NA,18.85071,NA,NA,NA,"AA-23","2022",3.89385903480047,3.71357206670431,3.1701684609979e-05,"NS"
"1221",3582496,-21952,202202,162,36,"AA-23",7,68580,2,NA,51.9,2,4,1,5,49,NA,NA,NA,NA,18.85071,NA,NA,NA,"AA-23","2022",3.94931879017184,3.89182029811063,1.49431075479201e-06,"NS"
"1229",3583936,-21958,202202,162,42,"Y-23",7,68580,2,NA,61.2,2,4,1,5,78,NA,NA,NA,NA,1.71295,NA,NA,NA,"Y-23","2022",4.11414718951828,4.35670882668959,1.24177909442751e-05,"NS"
"1230",3583937,-21958,202202,162,42,"Y-23",7,68580,2,NA,49.2,2,4,1,5,45,NA,NA,NA,NA,1.71295,NA,NA,NA,"Y-23","2022",3.89589362349826,3.80666248977032,0.000660541933671267,"NS"
"1231",3583938,-21958,202202,162,42,"Y-23",7,68580,2,NA,41,2,4,1,5,24,NA,NA,NA,NA,1.71295,NA,NA,NA,"Y-23","2022",3.71357206670431,3.17805383034795,0.000544854440363357,"NS"
"1232",3583939,-21958,202202,162,42,"Y-23",7,68580,2,NA,45.7,2,4,1,5,34,NA,NA,NA,NA,1.71295,NA,NA,NA,"Y-23","2022",3.82209829790016,3.52636052461616,2.12687395494459e-06,"NS"
"1233",3583940,-21958,202202,162,42,"Y-23",7,68580,2,NA,57.7,2,4,1,5,58,NA,NA,NA,NA,1.71295,NA,NA,NA,"Y-23","2022",4.05525717351405,4.06044301054642,0.0051384600303204,"NS"
"1241",3580311,-21904,202202,162,21,"CC-18",7,68580,2,NA,56.3,2,4,1,6,63,NA,NA,NA,NA,1,NA,NA,NA,"CC-18","2022",4.03069453514564,4.14313472639153,0.000104874426071477,"NS"
"1242",3580312,-21904,202202,162,21,"CC-18",7,68580,2,NA,51.7,2,4,1,6,47,NA,NA,NA,NA,1,NA,NA,NA,"CC-18","2022",3.94545778151438,3.85014760171006,9.82926023831388e-05,"NS"
"1274",3580473,-21906,202202,162,23,"AA-18",7,68580,2,NA,48.2,2,4,1,6,41,NA,NA,NA,NA,1,NA,NA,NA,"AA-18","2022",3.87535902105655,3.71357206670431,0.000196632140712542,"NS"
"1275",3580474,-21906,202202,162,23,"AA-18",7,68580,2,NA,39,2,4,1,6,20,NA,NA,NA,NA,1,NA,NA,NA,"AA-18","2022",3.66356164612965,2.99573227355399,0.00360377535524507,"NS"
"1292",3583271,-21981,202202,162,50,"W-23",7,68580,2,NA,44.1,2,4,1,5,31,NA,NA,NA,NA,1,NA,NA,NA,"W-23","2022",3.7864597824528,3.43398720448515,4.7720206562954e-05,"NS"
"1293",3583272,-21981,202202,162,50,"W-23",7,68580,2,NA,52.1,2,4,1,5,47,NA,NA,NA,NA,1,NA,NA,NA,"W-23","2022",3.95316494875932,3.85014760171006,0.000333548033536379,"NS"
"1294",3583273,-21981,202202,162,50,"W-23",7,68580,2,NA,43.1,2,4,1,5,31,NA,NA,NA,NA,1,NA,NA,NA,"W-23","2022",3.7635229971097,3.43398720448515,0.00206783030756856,"NS"
"1295",3583274,-21981,202202,162,50,"W-23",7,68580,2,NA,59.2,2,4,1,5,67,NA,NA,NA,NA,1,NA,NA,NA,"W-23","2022",4.08092154188996,4.20469261939097,0.00138113319441647,"NS"
"1296",3583275,-21981,202202,162,50,"W-23",7,68580,2,NA,64.2,2,4,1,5,86,NA,NA,NA,NA,1,NA,NA,NA,"W-23","2022",4.16200321069592,4.45434729625351,0.00133153302185144,"NS"
"1298",3581837,-21957,202202,162,41,"Y-24",7,68580,2,NA,54.3,2,4,1,5,55,NA,NA,NA,NA,2.8169,NA,NA,NA,"Y-24","2022",3.99452422693989,4.00733318523247,2.14678414649399e-05,"NS"
"1299",3581838,-21957,202202,162,41,"Y-24",7,68580,2,NA,47,2,4,1,5,34,NA,NA,NA,NA,2.8169,NA,NA,NA,"Y-24","2022",3.85014760171006,3.52636052461616,0.000978020598378897,"NS"
"1300",3581839,-21957,202202,162,41,"Y-24",7,68580,2,NA,59.8,2,4,1,5,72,NA,NA,NA,NA,2.8169,NA,NA,NA,"Y-24","2022",4.09100566095659,4.27666611901606,0.000137693146946413,"NS"
"1301",3581840,-21957,202202,162,41,"Y-24",7,68580,2,NA,53.7,2,4,1,5,51,NA,NA,NA,NA,2.8169,NA,NA,NA,"Y-24","2022",3.98341300151482,3.93182563272433,0.000488693267355204,"NS"
"1302",3581841,-21957,202202,162,41,"Y-24",7,68580,2,NA,46,2,4,1,5,33,NA,NA,NA,NA,2.8169,NA,NA,NA,"Y-24","2022",3.8286413964891,3.49650756146648,0.000397186576184552,"NS"
"1321",3581404,-21946,202202,162,30,"CC-20",7,68580,2,NA,56,2,4,1,5,65,NA,NA,NA,NA,3.28853,NA,NA,NA,"CC-20","2022",4.02535169073515,4.17438726989564,0.00104273494302772,"NS"
"1322",3581405,-21946,202202,162,30,"CC-20",7,68580,2,NA,60.1,2,4,1,5,75,NA,NA,NA,NA,3.28853,NA,NA,NA,"CC-20","2022",4.09600984154116,4.31748811353631,2.43501716413918e-05,"NS"
"1323",3581406,-21946,202202,162,30,"CC-20",7,68580,2,NA,51,2,4,1,5,42,NA,NA,NA,NA,3.28853,NA,NA,NA,"CC-20","2022",3.93182563272433,3.73766961828337,0.00128595783470238,"NS"
"1324",3581407,-21946,202202,162,30,"CC-20",7,68580,2,NA,61.4,2,4,1,5,84,NA,NA,NA,NA,3.28853,NA,NA,NA,"CC-20","2022",4.1174098351531,4.43081679884331,0.00170714241039293,"NS"
"1325",3581408,-21946,202202,162,30,"CC-20",7,68580,2,NA,61,2,4,1,5,85,NA,NA,NA,NA,3.28853,NA,NA,NA,"CC-20","2022",4.11087386417331,4.44265125649032,0.00372360722155237,"NS"
"1345",3580038,-21899,202202,162,16,"EE-19",7,68580,2,NA,54.1,2,4,1,6,58,NA,NA,NA,NA,2.41593,NA,NA,NA,"EE-19","2022",3.99083418585244,4.06044301054642,0.000481640659419878,"NS"
"1346",3580039,-21899,202202,162,16,"EE-19",7,68580,2,NA,59.7,2,4,1,6,70,NA,NA,NA,NA,2.41593,NA,NA,NA,"EE-19","2022",4.08933202039856,4.24849524204936,0.000686435679160782,"NS"
"1347",3580040,-21899,202202,162,16,"EE-19",7,68580,2,NA,50,2,4,1,6,38,NA,NA,NA,NA,2.41593,NA,NA,NA,"EE-19","2022",3.91202300542815,3.63758615972639,0.00259016638579935,"NS"
"1348",3580041,-21899,202202,162,16,"EE-19",7,68580,2,NA,48.6,2,4,1,6,42,NA,NA,NA,NA,2.41593,NA,NA,NA,"EE-19","2022",3.88362353090645,3.73766961828337,0.000192796639850276,"NS"
"1349",3580042,-21899,202202,162,16,"EE-19",7,68580,2,NA,51.3,2,4,1,6,45,NA,NA,NA,NA,2.41593,NA,NA,NA,"EE-19","2022",3.93769075217672,3.80666248977032,0.000302512148287882,"NS"
"1352",3581545,-21909,202202,162,26,"CC-19",7,68580,2,NA,34.5,2,4,1,4,15,NA,NA,NA,NA,1,NA,NA,NA,"CC-19","2022",3.54095932403731,2.70805020110221,8.28488350367952e-05,"NS"
"1353",3581546,-21909,202202,162,26,"CC-19",7,68580,2,NA,57.4,2,4,1,5,64,NA,NA,NA,NA,1,NA,NA,NA,"CC-19","2022",4.05004430332552,4.15888308335967,0.000100158950181157,"NS"
"1354",3581547,-21909,202202,162,26,"CC-19",7,68580,2,NA,56.7,2,4,1,5,67,NA,NA,NA,NA,1,NA,NA,NA,"CC-19","2022",4.03777421073371,4.20469261939097,0.000980479825504678,"NS"
"1360",3581119,-21945,202202,162,29,"CC-21",7,68580,2,NA,58.9,2,4,1,5,64,NA,NA,NA,NA,1.56897,NA,NA,NA,"CC-21","2022",4.07584109065754,4.15888308335967,0.00300529252383826,"NS"
"1361",3581120,-21945,202202,162,29,"CC-21",7,68580,2,NA,56.2,2,4,1,5,60,NA,NA,NA,NA,1.56897,NA,NA,NA,"CC-21","2022",4.02891675689965,4.0943445622221,0.000121744076884921,"NS"
"1362",3581121,-21945,202202,162,29,"CC-21",7,68580,2,NA,38.4,2,4,1,5,21,NA,NA,NA,NA,1.56897,NA,NA,NA,"CC-21","2022",3.64805745959368,3.04452243772342,0.000345290512061077,"NS"
"1363",3581122,-21945,202202,162,29,"CC-21",7,68580,2,NA,57.4,2,4,1,5,58,NA,NA,NA,NA,1.56897,NA,NA,NA,"CC-21","2022",4.05004430332552,4.06044301054642,0.00386925600164663,"NS"
"1364",3581123,-21945,202202,162,29,"CC-21",7,68580,2,NA,41.8,2,4,1,5,25,NA,NA,NA,NA,1.56897,NA,NA,NA,"CC-21","2022",3.73289633953071,3.2188758248682,0.000975148296036081,"NS"
"1388",3582782,-21947,202202,162,31,"BB-20",7,68580,2,NA,52,2,4,1,5,55,NA,NA,NA,NA,1,NA,NA,NA,"BB-20","2022",3.95124371858143,4.00733318523247,0.00174089328164531,"NS"
"1405",3582133,-21953,202202,162,37,"ZZ-22",7,68580,2,NA,52.4,2,4,1,4,45,NA,NA,NA,NA,1,NA,NA,NA,"ZZ-22","2022",3.958906591327,3.80666248977032,0.00168290347032695,"NS"
"1433",3583612,-21955,202202,162,39,"ZZ-24",7,68580,2,NA,40.6,2,4,1,5,23,NA,NA,NA,NA,4.85272,NA,NA,NA,"ZZ-24","2022",3.70376806660769,3.13549421592915,0.00119940861271185,"NS"
"1434",3583613,-21955,202202,162,39,"ZZ-24",7,68580,2,NA,56.2,2,4,1,3,59,NA,NA,NA,NA,4.85272,NA,NA,NA,"ZZ-24","2022",4.02891675689965,4.07753744390572,0.000368243420318327,"NS"
"1435",3583614,-21955,202202,162,39,"ZZ-24",7,68580,2,NA,53.9,2,4,1,6,60,NA,NA,NA,NA,4.85272,NA,NA,NA,"ZZ-24","2022",3.98713047791495,4.0943445622221,0.00159454722447342,"NS"
"1448",3580800,-21900,202202,162,17,"EE-18",7,68580,2,NA,52.8,2,4,1,6,55,NA,NA,NA,NA,1,NA,NA,NA,"EE-18","2022",3.96651119071222,4.00733318523247,0.000708712910022524,"NS"
"1449",3580801,-21900,202202,162,17,"EE-18",7,68580,2,NA,63.7,2,4,1,6,97,NA,NA,NA,NA,1,NA,NA,NA,"EE-18","2022",4.15418456257812,4.57471097850338,0.00598883205803894,"NS"
"1450",3580802,-21900,202202,162,17,"EE-18",7,68580,2,NA,57.9,2,4,1,5,68,NA,NA,NA,NA,1,NA,NA,NA,"EE-18","2022",4.05871738457895,4.21950770517611,8.57164042927394e-05,"NS"
"1466",3590966,-21918,202202,94,29,"X-19",7,68580,2,NA,50.9,2,4,1,5,43,NA,NA,NA,NA,13.69222,NA,NA,NA,"X-19","2022",3.92986292355648,3.76120011569356,0.000645772770763567,"NS"
"1467",3590967,-21918,202202,94,29,"X-19",7,68580,2,NA,47.1,2,4,1,5,38,NA,NA,NA,NA,13.69222,NA,NA,NA,"X-19","2022",3.85227300102237,3.63758615972639,0.000124594176120786,"NS"
"1468",3590968,-21918,202202,94,29,"X-19",7,68580,2,NA,46.2,2,4,1,5,34,NA,NA,NA,NA,13.69222,NA,NA,NA,"X-19","2022",3.83297979808769,3.52636052461616,0.00014606717658847,"NS"
"1469",3590969,-21918,202202,94,29,"X-19",7,68580,2,NA,41.6,2,4,1,5,24,NA,NA,NA,NA,13.69222,NA,NA,NA,"X-19","2022",3.72810016726722,3.17805383034795,0.00247077356299434,"NS"
"1497",3591394,-21798,202202,94,1,"U-24",7,68580,2,NA,44.1,2,4,1,5,28,NA,NA,NA,NA,1,NA,NA,NA,"U-24","2022",3.7864597824528,3.3322045101752,0.00214444842514076,"NS"
"1498",3591395,-21798,202202,94,1,"U-24",7,68580,2,NA,45.9,2,4,1,5,28,NA,NA,NA,NA,1,NA,NA,NA,"U-24","2022",3.8264651170665,3.3322045101752,0.00811478141959773,"NS"
"1499",3591396,-21798,202202,94,1,"U-24",7,68580,2,NA,50.2,2,4,1,5,44,NA,NA,NA,NA,1,NA,NA,NA,"U-24","2022",3.91601502669768,3.78418963391826,9.36506684018309e-06,"NS"
"1500",3591397,-21798,202202,94,1,"U-24",7,68580,2,NA,52.8,2,4,1,5,48,NA,NA,NA,NA,1,NA,NA,NA,"U-24","2022",3.96651119071222,3.87120101090789,0.000652493247930423,"NS"
"1501",3591398,-21798,202202,94,1,"U-24",7,68580,2,NA,41,2,4,1,5,22,NA,NA,NA,NA,1,NA,NA,NA,"U-24","2022",3.71357206670431,3.09104245335832,0.00708262341888893,"NS"
"1512",3591731,-21799,202202,94,2,"V-24",7,68580,2,NA,45.1,2,4,1,5,34,NA,NA,NA,NA,1,NA,NA,NA,"V-24","2022",3.80888224650863,3.52636052461616,0.00038432009141121,"NS"
"1513",3591732,-21799,202202,94,2,"V-24",7,68580,2,NA,51.2,2,4,1,5,46,NA,NA,NA,NA,1,NA,NA,NA,"V-24","2022",3.93573953204546,3.8286413964891,5.57564340572949e-05,"NS"
"1514",3591733,-21799,202202,94,2,"V-24",7,68580,2,NA,48.6,2,4,1,5,38,NA,NA,NA,NA,1,NA,NA,NA,"V-24","2022",3.88362353090645,3.63758615972639,0.000521117706358915,"NS"
"1515",3591734,-21799,202202,94,2,"V-24",7,68580,2,NA,47.5,2,4,1,5,38,NA,NA,NA,NA,1,NA,NA,NA,"V-24","2022",3.8607297110406,3.63758615972639,1.8838503744716e-06,"NS"
"1516",3591735,-21799,202202,94,2,"V-24",7,68580,2,NA,45.7,2,4,1,5,30,NA,NA,NA,NA,1,NA,NA,NA,"V-24","2022",3.82209829790016,3.40119738166216,0.00301911618137018,"NS"
